LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.1
Lattice spacing in x,y,z = 1.5377619 1.5377619 1.5377619
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (12.302095 12.302095 12.302095)
  2 by 1 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.302095 12.302095 12.302095)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 19 19 19
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.099 | 3.099 | 3.099 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     20000   2.925721       2.4269348      0              6.8133735      35.816529    
     20500   3.0496182      2.4109798      0              6.9831734      35.713556    
     21000   3.0470683      2.6284469      0              7.1968177      38.086505    
     21500   2.9604622      2.480744       0              6.9192689      36.077755    
     22000   3.0272817      2.4448837      0              6.983589       35.817631    
     22500   2.9653071      2.4854233      0              6.9312121      36.261644    
     23000   3.0108034      2.5234665      0              7.0374665      36.78281     
     23500   3.0088555      2.6025597      0              7.1136393      37.420204    
     24000   2.9799333      2.4555341      0              6.9232516      35.868881    
     24500   3.0110163      2.5286447      0              7.0429638      36.756901    
     25000   3.0059384      2.4767832      0              6.9834891      36.064767    
     25500   3.0656628      2.4853874      0              7.0816361      36.512752    
     26000   2.9434072      2.383178       0              6.796133       35.553865    
     26500   2.9640437      2.5554023      0              6.9992969      36.556728    
     27000   3.0053873      2.2967161      0              6.8025959      34.65799     
     27500   3.0183403      2.490737       0              7.0160367      36.136788    
     28000   2.9038989      2.4017175      0              6.7554389      35.335809    
     28500   3.0025703      2.5121408      0              7.0137971      36.679609    
     29000   3.0515287      2.3468933      0              6.9219513      35.212957    
     29500   3.0432885      2.4915958      0              7.0542995      36.722762    
     30000   2.9725058      2.4177448      0              6.8743264      35.664195    
     30500   3.0673522      2.4527639      0              7.0515456      36.337111    
     31000   2.9423387      2.5516452      0              6.9629983      36.767629    
     31500   3.0907133      2.4961726      0              7.1299789      36.412565    
     32000   2.961332       2.4940776      0              6.9339067      36.244999    
     32500   2.9204416      2.5447175      0              6.9232409      36.610882    
     33000   3.0104586      2.4195431      0              6.9330261      35.853703    
     33500   2.9983739      2.5694603      0              7.0648251      37.039244    
     34000   2.9977569      2.4868687      0              6.9813085      36.400127    
     34500   3.0367874      2.467355       0              7.0203119      35.851611    
     35000   2.8855243      2.4163022      0              6.7424752      35.595482    
     35500   3.0303873      2.4753612      0              7.0187227      36.067202    
     36000   2.9555296      2.3185852      0              6.7497149      34.775375    
     36500   3.0115365      2.4875272      0              7.0026263      36.477868    
     37000   3.0131144      2.4992534      0              7.0167182      36.487246    
     37500   3.0241719      2.5043069      0              7.0383497      36.423308    
     38000   2.9663518      2.520027       0              6.967382       36.990649    
     38500   3.0290464      2.4845452      0              7.0258963      36.499411    
     39000   3.0503139      2.393325       0              6.9665617      35.610798    
     39500   3.0114218      2.4372914      0              6.9522185      35.672284    
     40000   3.0736711      2.5537094      0              7.1619648      37.016659    
     40500   2.9339661      2.5199807      0              6.9187809      36.42437     
     41000   3.0919126      2.5232952      0              7.1588995      36.806624    
     41500   3.0140512      2.4775971      0              6.9964663      36.017824    
     42000   2.9220479      2.459339       0              6.8402706      35.929608    
     42500   3.0003072      2.5576153      0              7.0558787      37.098197    
     43000   3.0405208      2.3783906      0              6.9369449      35.108968    
     43500   3.0044714      2.4831602      0              6.9876667      36.343518    
     44000   2.9326768      2.4266543      0              6.8235215      35.707017    
     44500   3.0365675      2.4121261      0              6.9647533      35.736519    
     45000   2.9707536      2.3953179      0              6.8492724      35.85171     
     45500   3.0653695      2.4276601      0              7.0234693      35.843296    
     46000   2.987597       2.4328585      0              6.9120659      35.595982    
     46500   3.025746       2.4603151      0              6.996718       36.214579    
     47000   2.9317431      2.532719       0              6.9281864      36.502273    
     47500   3.0040994      2.4613731      0              6.965322       36.07417     
     48000   3.0562481      2.4490823      0              7.0312161      35.991224    
     48500   3.0067493      2.4380281      0              6.9459499      35.93093     
     49000   2.8483009      2.618993       0              6.8893581      37.396474    
     49500   3.0217831      2.4553648      0              6.9858262      35.956733    
     50000   2.9551872      2.4614276      0              6.892044       35.912965    
Loop time of 8.85681 on 4 procs for 50000 steps with 2048 atoms

Performance: 4877604.630 tau/day, 5645.376 timesteps/s, 11.562 Matom-step/s
99.7% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1.4319     | 1.4383     | 1.4466     |   0.5 | 16.24
Neigh   | 5.5883     | 5.6066     | 5.6239     |   0.5 | 63.30
Comm    | 1.2391     | 1.2507     | 1.2607     |   0.7 | 14.12
Output  | 0.00107    | 0.0020497  | 0.0049701  |   3.7 |  0.02
Modify  | 0.37275    | 0.37483    | 0.37659    |   0.3 |  4.23
Other   |            | 0.1844     |            |       |  2.08

Nlocal:            512 ave         527 max         499 min
Histogram: 1 1 0 0 0 0 0 1 0 1
Nghost:         748.25 ave         763 max         721 min
Histogram: 1 0 0 0 0 0 0 1 1 1
Neighs:         2721.5 ave        2833 max        2620 min
Histogram: 1 1 0 0 0 0 0 1 0 1

Total # of neighbors = 10886
Ave neighs/atom = 5.3154297
Neighbor list builds = 20166
Dangerous builds = 1

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.1_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.1_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.1_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.1_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.173 | 3.174 | 3.174 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9551872      2.4614276      0              6.892044       35.912965    
     50500   2.979572       2.4428033      0              6.909979       36.124166    
     51000   2.9731993      2.4176674      0              6.8752888      35.813983    
     51500   2.9178995      2.3796592      0              6.7543713      35.141284    
     52000   2.9748225      2.3749519      0              6.8350068      35.456755    
     52500   2.8401224      2.3834702      0              6.6415736      35.441544    
     53000   2.9624775      2.3456241      0              6.7871706      34.911895    
     53500   2.8704558      2.3365568      0              6.6401382      34.802158    
     54000   2.8495888      2.4453072      0              6.7176032      35.492869    
     54500   2.9777497      2.4574343      0              6.9218779      36.020504    
     55000   2.825927       2.3327749      0              6.5695957      34.618104    
     55500   2.9272564      2.3253353      0              6.714076       34.665866    
     56000   2.7591056      2.4328188      0              6.5694564      35.442826    
     56500   2.795486       2.3193847      0              6.5105662      34.563689    
     57000   2.7949184      2.2556169      0              6.4459475      34.002517    
     57500   2.834353       2.3075116      0              6.5569651      34.282404    
     58000   2.7438923      2.2012165      0              6.3150452      33.271639    
     58500   2.7309832      2.2853719      0              6.3798465      34.512283    
     59000   2.7707516      2.2327973      0              6.3868954      33.518619    
     59500   2.7580642      2.1935196      0              6.3285958      32.962958    
     60000   2.757121       2.2414872      0              6.3751492      33.518826    
     60500   2.6926347      2.2468001      0              6.28378        33.690931    
     61000   2.6369956      2.1401764      0              6.0937384      32.808624    
     61500   2.6403312      2.1892908      0              6.1478537      33.230987    
     62000   2.5607306      2.1659979      0              6.0052183      32.797752    
     62500   2.6440791      2.1386985      0              6.1028806      32.854514    
     63000   2.6215839      2.1197482      0              6.050204       32.589183    
     63500   2.5789636      2.176784       0              6.0433405      32.759134    
     64000   2.6576262      2.1441007      0              6.1285934      32.804244    
     64500   2.5388091      2.0528937      0              5.8592478      31.688232    
     65000   2.5832793      2.0716198      0              5.9446466      31.621956    
     65500   2.5726435      2.149305       0              6.006386       32.76154     
     66000   2.527057       2.0656114      0              5.854346       31.752806    
     66500   2.5993484      2.0790056      0              5.9761244      31.995815    
     67000   2.5579205      1.9306663      0              5.7656737      30.600014    
     67500   2.5833634      2.00407        0              5.877223       31.304502    
     68000   2.4866624      1.9216162      0              5.6497885      30.431753    
     68500   2.4572836      1.9808663      0              5.664992       30.947468    
     69000   2.4900009      1.9447995      0              5.6779771      30.225694    
     69500   2.4877995      1.9606649      0              5.690542       30.91402     
     70000   2.4573542      1.9613238      0              5.6455553      30.907009    
     70500   2.443096       1.9727421      0              5.6355968      30.822893    
     71000   2.3294008      1.9888822      0              5.4812773      30.774268    
     71500   2.4030179      1.8592886      0              5.4620554      29.429954    
     72000   2.3386583      1.926165       0              5.4324396      30.273186    
     72500   2.3790819      1.8485982      0              5.4154786      29.359265    
     73000   2.4258618      1.85382        0              5.490836       29.756833    
     73500   2.254857       1.8856333      0              5.2662673      29.752348    
     74000   2.3298761      1.8485048      0              5.3416125      29.273607    
     74500   2.2407181      1.7945156      0              5.1539516      28.711342    
     75000   2.2860937      1.7716811      0              5.1991472      28.362495    
     75500   2.2680882      1.7592475      0              5.1597186      28.51436     
     76000   2.210867       1.8431624      0              5.1578436      29.398512    
     76500   2.1667616      1.8116097      0              5.0601651      28.902492    
     77000   2.2835437      1.7224506      0              5.1460936      28.166929    
     77500   2.2227451      1.7807725      0              5.1132622      28.598241    
     78000   2.2225028      1.7473797      0              5.0795061      28.576215    
     78500   2.1269078      1.7780567      0              4.9668606      28.423696    
     79000   2.1276463      1.7146522      0              4.9045633      27.868602    
     79500   2.1354365      1.7247348      0              4.9263254      27.756709    
     80000   2.1687865      1.5839894      0              4.8355807      26.608195    
     80500   2.1333006      1.7036505      0              4.9020388      27.778019    
     81000   2.1675685      1.6747034      0              4.9244685      27.219911    
     81500   2.1373762      1.6203258      0              4.8248246      26.678554    
     82000   2.0718849      1.6644119      0              4.7707218      27.350572    
     82500   2.1286913      1.6581489      0              4.8496267      27.18536     
     83000   1.988751       1.6497457      0              4.6314156      27.229004    
     83500   2.0441955      1.5897535      0              4.6545494      26.634677    
     84000   2.0308657      1.5923382      0              4.6371492      26.564085    
     84500   2.0521764      1.6096842      0              4.6864458      26.950062    
     85000   2.018347       1.5529367      0              4.5789789      26.108219    
     85500   1.9956196      1.5697117      0              4.5616795      26.092568    
     86000   1.9647511      1.5266547      0              4.4723424      25.666168    
     86500   1.9173585      1.5074251      0              4.3820585      25.367639    
     87000   1.950401       1.4736112      0              4.3977841      25.050257    
     87500   1.8923045      1.5550866      0              4.3921575      25.893502    
     88000   1.8427298      1.4983703      0              4.2611153      25.296059    
     88500   1.8702637      1.5171748      0              4.3212005      25.540194    
     89000   1.8689023      1.466775       0              4.2687596      25.062133    
     89500   1.8381107      1.4893575      0              4.2451773      25.055106    
     90000   1.8796604      1.4784325      0              4.2965464      24.96805     
     90500   1.8308491      1.407457       0              4.1523896      24.291296    
     91000   1.8525971      1.461041       0              4.2385798      24.860442    
     91500   1.7656749      1.4205746      0              4.0677937      24.388826    
     92000   1.7935131      1.3846765      0              4.0736326      24.031164    
     92500   1.7853806      1.3599634      0              4.0367265      23.825606    
     93000   1.6968866      1.403257       0              3.947344       24.273825    
     93500   1.7339026      1.3218095      0              3.9213935      23.126347    
     94000   1.7027537      1.3283093      0              3.8811927      23.417498    
     94500   1.6764227      1.3259639      0              3.8393701      23.215021    
     95000   1.6593769      1.3004648      0              3.7883148      22.747102    
     95500   1.6640435      1.2648573      0              3.7597038      22.753766    
     96000   1.6592265      1.2593628      0              3.7469872      22.363125    
     96500   1.6459855      1.2395978      0              3.7073706      22.36558     
     97000   1.616258       1.2620755      0              3.6852787      22.468158    
     97500   1.5947767      1.2366421      0              3.6276391      22.158758    
     98000   1.5832587      1.2508298      0              3.6245582      22.400222    
     98500   1.5757828      1.2192397      0              3.5817599      21.835397    
     99000   1.5717802      1.2127335      0              3.5692526      21.893286    
     99500   1.5738837      1.2429805      0              3.6026533      22.292287    
    100000   1.573006       1.2260778      0              3.5844347      22.14711     
    100500   1.5385001      1.1589136      0              3.4655369      21.287418    
    101000   1.454528       1.1767883      0              3.3575151      21.397662    
    101500   1.5168929      1.0991596      0              3.3733879      20.573062    
    102000   1.4826497      1.0914134      0              3.314302       20.466344    
    102500   1.4396325      1.1282176      0              3.286612       20.680876    
    103000   1.4607148      1.0865678      0              3.2765701      20.289898    
    103500   1.4712879      1.0586334      0              3.2644877      19.981907    
    104000   1.4240415      1.0939908      0              3.22901        20.526722    
    104500   1.4137824      1.0699083      0              3.1895464      19.913962    
    105000   1.3990236      1.0584119      0              3.1559226      19.849343    
    105500   1.3744365      1.0748169      0              3.1354649      20.111757    
    106000   1.3935617      1.0728871      0              3.1622089      20.150935    
    106500   1.4153568      1.0142684      0              3.136267       19.355443    
    107000   1.3764868      1.0372936      0              3.1010155      19.533543    
    107500   1.3427693      0.99979109     0              3.0129615      19.12095     
    108000   1.3542415      0.99493237     0              3.0253028      19.062265    
    108500   1.2921223      0.96856878     0              2.9058058      18.930305    
    109000   1.2577811      0.97354952     0              2.8593         18.731755    
    109500   1.2660452      0.97322132     0              2.8713619      18.902284    
    110000   1.3042283      0.89925815     0              2.8546454      17.831264    
    110500   1.303642       0.97888081     0              2.9333889      19.006192    
    111000   1.2576656      0.88820665     0              2.7737838      17.625227    
    111500   1.2140442      0.89780947     0              2.7179866      17.779885    
    112000   1.2167912      0.89092827     0              2.7152238      17.721384    
    112500   1.240243       0.88429071     0              2.7437468      17.596346    
    113000   1.1796431      0.8305297      0              2.5991303      16.847089    
    113500   1.1272696      0.86996224     0              2.5600411      17.351359    
    114000   1.1283457      0.87416651     0              2.5658586      17.502047    
    114500   1.1420316      0.87408371     0              2.5862947      17.281069    
    115000   1.1406993      0.81433951     0              2.524553       16.585402    
    115500   1.1128439      0.86259985     0              2.5310506      17.213334    
    116000   1.0818625      0.81594735     0              2.4379487      16.528671    
    116500   1.0888285      0.83007576     0              2.462521       16.718705    
    117000   1.0505922      0.7318646      0              2.3069834      15.422379    
    117500   1.0321562      0.76610658     0              2.3135849      16.00939     
    118000   1.0173833      0.71066033     0              2.2359901      15.212378    
    118500   1.0095874      0.73574983     0              2.2493915      15.31686     
    119000   0.99118667     0.70356421     0              2.1896182      14.876249    
    119500   0.96988378     0.71859262     0              2.1727079      15.404825    
    120000   0.96430241     0.67052856     0              2.1162759      14.503863    
    120500   0.93807473     0.69762039     0              2.1040454      14.817953    
    121000   0.944132       0.66584578     0              2.0813523      14.343006    
    121500   0.92530826     0.62511164     0              2.0123963      13.872628    
    122000   0.90976528     0.67145562     0              2.0354372      14.637965    
    122500   0.89998301     0.6419174      0              1.9912327      13.894053    
    123000   0.92185797     0.61986469     0              2.0019765      13.824108    
    123500   0.8647031      0.58371609     0              1.8801374      13.250698    
    124000   0.8396411      0.61432515     0              1.8731718      13.578221    
    124500   0.83496655     0.57510705     0              1.8269453      13.179083    
    125000   0.83164023     0.55483444     0              1.8016857      12.852403    
    125500   0.81319699     0.54461811     0              1.763818       12.667767    
    126000   0.78766009     0.56864811     0              1.7495614      12.979091    
    126500   0.7760378      0.51973201     0              1.6832203      12.054305    
    127000   0.76151471     0.52646023     0              1.6681745      12.199015    
    127500   0.74967463     0.50252278     0              1.6264856      11.959949    
    128000   0.73856917     0.49477123     0              1.602084       11.807672    
    128500   0.72197234     0.47499788     0              1.5574276      11.474538    
    129000   0.70474897     0.4774981      0              1.5341054      11.454005    
    129500   0.69362739     0.46176562     0              1.5016987      11.28965     
    130000   0.68312168     0.45813203     0              1.4823142      11.173607    
    130500   0.67222681     0.44872423     0              1.4565721      11.090026    
    131000   0.66331702     0.4129484      0              1.4074381      10.535885    
    131500   0.6466118      0.45289081     0              1.4223349      10.950907    
    132000   0.61516139     0.41755895     0              1.3398505      10.556317    
    132500   0.6141619      0.39531967     0              1.3161127      10.132696    
    133000   0.61306702     0.4150291      0              1.3341806      10.45993     
    133500   0.57322332     0.37761466     0              1.2370298      9.7621782    
    134000   0.5566754      0.37110381     0              1.2057092      9.6026158    
    134500   0.54929236     0.35161691     0              1.1751531      9.3548511    
    135000   0.54169066     0.32550422     0              1.1376435      8.84939      
    135500   0.5223008      0.3316971      0              1.1147658      9.0468216    
    136000   0.50155915     0.32008093     0              1.0720523      8.7430015    
    136500   0.50707241     0.30680883     0              1.0670461      8.6646699    
    137000   0.46633713     0.28367334     0              0.98283747     8.0304165    
    137500   0.46340496     0.2811588      0              0.97592684     7.9749663    
    138000   0.44045345     0.27231347     0              0.93267105     7.9052043    
    138500   0.42541552     0.27352823     0              0.91133992     7.9409462    
    139000   0.41957289     0.23753991     0              0.86659193     7.20421      
    139500   0.40283711     0.2435134      0              0.84747403     7.3593675    
    140000   0.39422169     0.23414329     0              0.82518709     7.1194204    
    140500   0.38462791     0.21398233     0              0.79064249     6.7268608    
    141000   0.3569865      0.19688278     0              0.73210106     6.3275203    
    141500   0.35180203     0.19773591     0              0.72518129     6.4077425    
    142000   0.33682283     0.18430775     0              0.6892953      5.8899582    
    142500   0.31140355     0.17838244     0              0.64525969     5.9254372    
    143000   0.30039728     0.16884149     0              0.61921739     5.7340616    
    143500   0.27441523     0.15820213     0              0.56962399     5.3963403    
    144000   0.2752456      0.1508039      0              0.56347071     5.3161707    
    144500   0.25951587     0.13818854     0              0.52727228     5.0653467    
    145000   0.24468598     0.127196       0              0.49404576     4.6968729    
    145500   0.2364245      0.10838056     0              0.46284415     4.2199345    
    146000   0.21402662     0.10696131     0              0.42784449     4.1786344    
    146500   0.20416143     0.096463253    0              0.40255587     3.9782088    
    147000   0.18860678     0.089323157    0              0.37209519     3.7380999    
    147500   0.1763541      0.077554935    0              0.34195693     3.3885653    
    148000   0.16104885     0.070572251    0              0.31202757     3.1818259    
    148500   0.14474624     0.064755788    0              0.28176913     3.0162043    
    149000   0.12981879     0.056512636    0              0.25114574     2.7293784    
    149500   0.11769865     0.04508002     0              0.22154179     2.3495012    
    150000   0.10154312     0.040271106    0              0.19251142     2.2216901    
Loop time of 13.7716 on 4 procs for 100000 steps with 2048 atoms

Performance: 6273800.087 tau/day, 7261.343 timesteps/s, 14.871 Matom-step/s
99.3% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.6085     | 2.6164     | 2.6296     |   0.5 | 19.00
Neigh   | 7.7526     | 7.76       | 7.7716     |   0.3 | 56.35
Comm    | 2.1031     | 2.1097     | 2.1156     |   0.4 | 15.32
Output  | 0.21678    | 0.21704    | 0.21781    |   0.1 |  1.58
Modify  | 0.74406    | 0.74775    | 0.75255    |   0.4 |  5.43
Other   |            | 0.3207     |            |       |  2.33

Nlocal:            512 ave         520 max         503 min
Histogram: 1 0 0 0 1 0 1 0 0 1
Nghost:         749.75 ave         757 max         746 min
Histogram: 2 0 1 0 0 0 0 0 0 1
Neighs:        2895.75 ave        2972 max        2837 min
Histogram: 1 0 1 0 1 0 0 0 0 1

Total # of neighbors = 11583
Ave neighs/atom = 5.6557617
Neighbor list builds = 28055
Dangerous builds = 0
Total wall time: 0:00:22
